id,loc,env,Yield.Mg.ha
MST096-2Y,NY,NY_2012,41.96
MST184-3,NY,NY_2012,31.47
MST186-1Y,NY,NY_2012,20.98
MST229-1,NY,NY_2012,24.48
MST412-3,NY,NY_2012,27.97
MSW163-3,NY,NY_2012,10.49
MSW293-1,NY,NY_2012,41.96
MSW450-1,NY,NY_2012,27.97
NDA081453CAB-2C,NY,NY_2012,34.97
NY148,NY,NY_2012,41.96
NY148,NY,NY_2012,45.46
NY152,NY,NY_2012,34.97
NY152,NY,NY_2012,34.97
NY153,NY,NY_2012,38.46
NY153,NY,NY_2012,41.96
NY154,NY,NY_2012,45.46
NY154,NY,NY_2012,55.95
NY156,NY,NY_2012,38.46
NYJ112-2,NY,NY_2012,38.46
NYJ15-7,NY,NY_2012,45.46
NYJ2-29,NY,NY_2012,34.97
Snowden,NY,NY_2012,34.97
Snowden,NY,NY_2012,41.96
W6609-3,NY,NY_2012,27.97
W6609-3,NY,NY_2012,34.97
W8539-2Y,NY,NY_2012,41.96
W8539-2Y,NY,NY_2012,59.45
W8615-5,NY,NY_2012,38.46
W8615-5,NY,NY_2012,45.46
W8822-1,NY,NY_2012,38.46
W8822-1,NY,NY_2012,41.96
W8832-1Y,NY,NY_2012,24.48
W8832-1Y,NY,NY_2012,34.97
W8867-5,NY,NY_2012,34.97
W8867-5,NY,NY_2012,45.46
W8867-7,NY,NY_2012,24.48
W8867-7,NY,NY_2012,38.46
W9200-13,NY,NY_2012,34.97
W9252-7,NY,NY_2012,31.47
W9281-14,NY,NY_2012,27.97
W9301-5,NY,NY_2012,27.97
W9304-2,NY,NY_2012,34.97
W9306-1,NY,NY_2012,41.96
A00188-3C,NY,NY_2013,38.46
A00188-3C,NY,NY_2013,52.45
A01143-3C,NY,NY_2013,45.46
A01143-3C,NY,NY_2013,52.45
Accumulator,NY,NY_2013,59.45
Accumulator,NY,NY_2013,59.45
AF4157-6,NY,NY_2013,34.97
AF4157-6,NY,NY_2013,52.45
AF4552-5,NY,NY_2013,34.97
AF4552-5,NY,NY_2013,52.45
AF4573-2,NY,NY_2013,62.94
AF4573-2,NY,NY_2013,66.44
AF4648-2,NY,NY_2013,55.95
AF4648-2,NY,NY_2013,59.45
AF4736-10,NY,NY_2013,34.97
AF4740-1,NY,NY_2013,48.96
AF4747-5,NY,NY_2013,31.47
AF4971-3,NY,NY_2013,55.95
AF4975-3,NY,NY_2013,55.95
AF5038-1,NY,NY_2013,55.95
AF5038-6,NY,NY_2013,38.46
AF5040-8,NY,NY_2013,52.45
AF5081-4,NY,NY_2013,59.45
AF5138-2,NY,NY_2013,52.45
AF5142-3,NY,NY_2013,38.46
AF5152-2,NY,NY_2013,38.46
AF5152-3,NY,NY_2013,31.47
AF5320-1,NY,NY_2013,41.96
Atlantic,NY,NY_2013,62.94
Atlantic,NY,NY_2013,62.94
B2842-1,NY,NY_2013,38.46
B2869-15,NY,NY_2013,38.46
B2869-20,NY,NY_2013,38.46
B2883-11,NY,NY_2013,38.46
B2895-8,NY,NY_2013,62.94
B2904-2,NY,NY_2013,34.97
B2936-2,NY,NY_2013,31.47
B2947-4,NY,NY_2013,48.96
B2947-8,NY,NY_2013,59.45
B2950-2,NY,NY_2013,52.45
B2950-3,NY,NY_2013,48.96
B2960-4,NY,NY_2013,38.46
BNC311-4,NY,NY_2013,38.46
BNC313-3,NY,NY_2013,34.97
BNC317-8,NY,NY_2013,41.96
CO02024-9W,NY,NY_2013,69.94
CO02024-9W,NY,NY_2013,69.94
CO02033-1W,NY,NY_2013,48.96
CO02033-1W,NY,NY_2013,52.45
CO05061-2P,NY,NY_2013,27.97
CO05061-2P,NY,NY_2013,27.97
CO05061-6W,NY,NY_2013,48.96
CO05061-6W,NY,NY_2013,55.95
Hodag,NY,NY_2013,41.96
Hodag,NY,NY_2013,55.95
Manistee,NY,NY_2013,52.45
Manistee,NY,NY_2013,52.45
MSK061-4,NY,NY_2013,59.45
MSK061-4,NY,NY_2013,62.94
MSL007-B,NY,NY_2013,38.46
MSL007-B,NY,NY_2013,38.46
MSM246-B,NY,NY_2013,52.45
MSM246-B,NY,NY_2013,55.95
MSN190-2,NY,NY_2013,38.46
MSN190-2,NY,NY_2013,45.46
MSQ086-3,NY,NY_2013,55.95
MSQ086-3,NY,NY_2013,59.45
MSQ089-1,NY,NY_2013,48.96
MSQ089-1,NY,NY_2013,62.94
MSR058-1,NY,NY_2013,62.94
MSR058-1,NY,NY_2013,69.94
MSR061-1,NY,NY_2013,48.96
MSR061-1,NY,NY_2013,55.95
MSR127-2,NY,NY_2013,45.46
MSR127-2,NY,NY_2013,69.94
MSR128-4Y,NY,NY_2013,55.95
MSR128-4Y,NY,NY_2013,59.45
MSR157-1Y,NY,NY_2013,27.97
MSR157-1Y,NY,NY_2013,34.97
MSR169-8Y,NY,NY_2013,34.97
MSR169-8Y,NY,NY_2013,45.46
MSS428-2,NY,NY_2013,66.44
MSS428-2,NY,NY_2013,73.43
MST096-2Y,NY,NY_2013,45.46
MST096-2Y,NY,NY_2013,48.96
MST154-3,NY,NY_2013,45.46
MST184-3,NY,NY_2013,27.97
MST184-3,NY,NY_2013,55.95
MST186-1Y,NY,NY_2013,59.45
MST186-1Y,NY,NY_2013,62.94
MST191-2Y,NY,NY_2013,48.96
MST229-1,NY,NY_2013,41.96
MST412-3,NY,NY_2013,55.95
MST412-3,NY,NY_2013,66.44
MST441-1,NY,NY_2013,52.45
MSU245-1,NY,NY_2013,62.94
MSV030-4,NY,NY_2013,48.96
MSV241-2,NY,NY_2013,41.96
MSV358-3,NY,NY_2013,38.46
MSV380-1,NY,NY_2013,45.46
MSV394-3,NY,NY_2013,38.46
MSV498-1,NY,NY_2013,76.93
MSV505-2,NY,NY_2013,41.96
MSW068-4,NY,NY_2013,48.96
MSW075-1,NY,NY_2013,52.45
MSW123-3,NY,NY_2013,59.45
MSW252-2,NY,NY_2013,34.97
MSW259-6,NY,NY_2013,69.94
MSW293-1,NY,NY_2013,52.45
MSW299-2,NY,NY_2013,48.96
MSW326-6,NY,NY_2013,31.47
MSW450-1,NY,NY_2013,31.47
MSW474-1,NY,NY_2013,48.96
MSW485-2,NY,NY_2013,73.43
MSW500-4,NY,NY_2013,41.96
MSW501-5,NY,NY_2013,59.45
MSW509-5,NY,NY_2013,59.45
NDA081453CAB-2C,NY,NY_2013,62.94
NDTX060700C-1W,NY,NY_2013,24.48
NDTX071109C-1W,NY,NY_2013,27.97
NDTX091908AB-2W,NY,NY_2013,55.95
NY152,NY,NY_2013,62.94
NY152,NY,NY_2013,62.94
NY156,NY,NY_2013,41.96
NY156,NY,NY_2013,52.45
NYJ112-2,NY,NY_2013,52.45
NYJ112-2,NY,NY_2013,59.45
NYJ2-29,NY,NY_2013,45.46
NYJ2-29,NY,NY_2013,55.95
NYWJ11-5,NY,NY_2013,62.94
Snowden,NY,NY_2013,59.45
Snowden,NY,NY_2013,66.44
TX09396-1W,NY,NY_2013,34.97
W6822-3,NY,NY_2013,41.96
W6822-3,NY,NY_2013,55.95
W8587-4,NY,NY_2013,27.97
W8603-1,NY,NY_2013,34.97
W8603-1,NY,NY_2013,41.96
W8822-1,NY,NY_2013,62.94
W8822-1,NY,NY_2013,66.44
W8848-3,NY,NY_2013,34.97
W8848-3,NY,NY_2013,41.96
W8867-5,NY,NY_2013,38.46
W8867-5,NY,NY_2013,45.46
W8867-7,NY,NY_2013,27.97
W8867-7,NY,NY_2013,38.46
W9200-13,NY,NY_2013,41.96
W9200-13,NY,NY_2013,52.45
W9200-7,NY,NY_2013,38.46
W9202-2,NY,NY_2013,45.46
W9252-7,NY,NY_2013,52.45
W9252-7,NY,NY_2013,66.44
W9285-3Y,NY,NY_2013,52.45
W9306-1,NY,NY_2013,34.97
W9306-1,NY,NY_2013,48.96
W9577-6Y,NY,NY_2013,52.45
W9632-1,NY,NY_2013,38.46
W9632-1,NY,NY_2013,48.96
W9652-1,NY,NY_2013,45.46
W9652-1,NY,NY_2013,62.94
A00188-3C,NY,NY_2014,45.46
A00188-3C,NY,NY_2014,48.96
A01143-3C,NY,NY_2014,52.45
A01143-3C,NY,NY_2014,55.95
AF4442-4,NY,NY_2014,45.46
AF4442-4,NY,NY_2014,45.46
AF4552-5,NY,NY_2014,41.96
AF4552-5,NY,NY_2014,48.96
AF4648-2,NY,NY_2014,48.96
AF4648-2,NY,NY_2014,48.96
AF4971-3,NY,NY_2014,52.45
AF4975-3,NY,NY_2014,48.96
AF4975-3,NY,NY_2014,59.45
AF5033-13,NY,NY_2014,41.96
AF5039-11,NY,NY_2014,24.48
AF5039-15,NY,NY_2014,41.96
AF5040-8,NY,NY_2014,41.96
AF5040-8,NY,NY_2014,52.45
AF5044-21,NY,NY_2014,34.97
AF5142-1,NY,NY_2014,41.96
AF5152-2,NY,NY_2014,45.46
AF5152-2,NY,NY_2014,45.46
AF5152-3,NY,NY_2014,38.46
AF5153-11,NY,NY_2014,48.96
AF5280-2,NY,NY_2014,31.47
AF5281-4,NY,NY_2014,10.49
AF5292-4,NY,NY_2014,59.45
AF5332-2,NY,NY_2014,48.96
AF5386-4,NY,NY_2014,48.96
AF5386-4,NY,NY_2014,52.45
AF5387-6,NY,NY_2014,34.97
AF5392-8,NY,NY_2014,27.97
AF5425-6,NY,NY_2014,45.46
AF5426-3,NY,NY_2014,41.96
AF5432-5,NY,NY_2014,62.94
AF5432-5,NY,NY_2014,66.44
AF5445-4,NY,NY_2014,38.46
AF5446-11,NY,NY_2014,52.45
AF5447-10,NY,NY_2014,41.96
AFW5039-1,NY,NY_2014,55.95
Atlantic,NY,NY_2014,45.46
Atlantic,NY,NY_2014,55.95
Atlantic,NY,NY_2014,55.95
Atlantic,NY,NY_2014,59.45
Atlantic,NY,NY_2014,59.45
Atlantic,NY,NY_2014,69.94
B2827-12,NY,NY_2014,27.97
B2842-1,NY,NY_2014,34.97
B2842-1,NY,NY_2014,38.46
B2869-20,NY,NY_2014,41.96
B2869-20,NY,NY_2014,41.96
B2869-29,NY,NY_2014,45.46
B2869-29,NY,NY_2014,45.46
B2883-11,NY,NY_2014,41.96
B2883-11,NY,NY_2014,48.96
B2890-11,NY,NY_2014,38.46
B2895-8,NY,NY_2014,27.97
B2895-8,NY,NY_2014,41.96
B2904-2,NY,NY_2014,48.96
B2904-2,NY,NY_2014,55.95
B2908-3,NY,NY_2014,52.45
B2936-2,NY,NY_2014,38.46
B2936-2,NY,NY_2014,41.96
B2947-4,NY,NY_2014,45.46
B2947-4,NY,NY_2014,48.96
B2947-8,NY,NY_2014,45.46
B2947-8,NY,NY_2014,48.96
B2950-2,NY,NY_2014,52.45
B2950-2,NY,NY_2014,55.95
B2950-3,NY,NY_2014,41.96
B2950-3,NY,NY_2014,45.46
B2960-4,NY,NY_2014,27.97
B2960-4,NY,NY_2014,41.96
B2971-2,NY,NY_2014,41.96
B2981-3,NY,NY_2014,34.97
B2981-5,NY,NY_2014,41.96
B2993-6,NY,NY_2014,38.46
B2996-1,NY,NY_2014,34.97
B2999-6,NY,NY_2014,20.98
B3000-1,NY,NY_2014,45.46
B3002-1,NY,NY_2014,31.47
B3003-1,NY,NY_2014,27.97
B3003-10,NY,NY_2014,34.97
B3005-7,NY,NY_2014,41.96
B3005-9,NY,NY_2014,41.96
B3012-3,NY,NY_2014,38.46
B3012-7,NY,NY_2014,24.48
B3015-1,NY,NY_2014,45.46
BNC311-4,NY,NY_2014,31.47
BNC311-4,NY,NY_2014,34.97
BNC366-1,NY,NY_2014,34.97
BNC371-2,NY,NY_2014,59.45
CO05061-6W,NY,NY_2014,41.96
CO07070-10W,NY,NY_2014,34.97
CO07070-13W,NY,NY_2014,34.97
Lamoka,NY,NY_2014,45.46
MSM246-B,NY,NY_2014,38.46
MSM246-B,NY,NY_2014,41.96
MSQ089-1,NY,NY_2014,45.46
MSQ089-1,NY,NY_2014,52.45
MSR061-1,NY,NY_2014,48.96
MSR061-1,NY,NY_2014,55.95
MSR127-2,NY,NY_2014,27.97
MSR127-2,NY,NY_2014,48.96
MSS428-2,NY,NY_2014,34.97
MST184-3,NY,NY_2014,31.47
MST184-3,NY,NY_2014,41.96
MST186-1Y,NY,NY_2014,41.96
MST186-1Y,NY,NY_2014,48.96
MST191-2Y,NY,NY_2014,55.95
MST191-2Y,NY,NY_2014,62.94
MST229-1,NY,NY_2014,48.96
MSU245-1,NY,NY_2014,48.96
MSV030-4,NY,NY_2014,41.96
MSV030-4,NY,NY_2014,45.46
MSV093-1,NY,NY_2014,69.94
MSV111-1,NY,NY_2014,52.45
MSV358-3,NY,NY_2014,48.96
MSV358-3,NY,NY_2014,52.45
MSV380-1,NY,NY_2014,34.97
MSV394-3,NY,NY_2014,41.96
MSV498-1,NY,NY_2014,62.94
MSV498-1,NY,NY_2014,66.44
MSV505-2,NY,NY_2014,38.46
MSV507-007,NY,NY_2014,38.46
MSV507-094,NY,NY_2014,38.46
MSV507-100,NY,NY_2014,55.95
MSV507-128,NY,NY_2014,38.46
MSV507-143,NY,NY_2014,45.46
MSV507-146,NY,NY_2014,52.45
MSV507-198,NY,NY_2014,45.46
MSW075-1,NY,NY_2014,52.45
MSW138-2,NY,NY_2014,38.46
MSW168-2,NY,NY_2014,66.44
MSW259-6,NY,NY_2014,52.45
MSW259-6,NY,NY_2014,55.95
MSW293-1,NY,NY_2014,48.96
MSW474-1,NY,NY_2014,55.95
MSW485-2,NY,NY_2014,45.46
MSW485-2,NY,NY_2014,69.94
MSX150-1,NY,NY_2014,69.94
MSX240-3,NY,NY_2014,52.45
MSX245-2Y,NY,NY_2014,62.94
MSX540-4,NY,NY_2014,55.95
MSX542-2,NY,NY_2014,45.46
NC302-12,NY,NY_2014,38.46
NC311-9,NY,NY_2014,48.96
NC317-12,NY,NY_2014,55.95
NCJ100-7,NY,NY_2014,41.96
NCJ106-2,NY,NY_2014,27.97
NCJ107-6,NY,NY_2014,45.46
ND7799c-1,NY,NY_2014,48.96
ND7799c-1,NY,NY_2014,52.45
NDA081453CAB-2C,NY,NY_2014,48.96
NDTX060700C-1W,NY,NY_2014,13.99
NDTX060700C-1W,NY,NY_2014,13.99
NDTX071109C-1W,NY,NY_2014,45.46
NDTX091908AB-2W,NY,NY_2014,31.47
NDTX091908AB-2W,NY,NY_2014,38.46
NDTX102557-1W,NY,NY_2014,27.97
NY152,NY,NY_2014,55.95
NY152,NY,NY_2014,59.45
NY153,NY,NY_2014,34.97
NY153,NY,NY_2014,38.46
NY154,NY,NY_2014,62.94
NY156,NY,NY_2014,45.46
NY156,NY,NY_2014,45.46
NY158,NY,NY_2014,66.44
NY162,NY,NY_2014,41.96
NYJ112-2,NY,NY_2014,38.46
NYJ112-2,NY,NY_2014,48.96
NYK27-1,NY,NY_2014,41.96
NYK27-3,NY,NY_2014,48.96
NYK28-18,NY,NY_2014,45.46
NYWJ11-5,NY,NY_2014,62.94
NYWJ11-5,NY,NY_2014,69.94
Snowden,NY,NY_2014,48.96
Snowden,NY,NY_2014,48.96
Snowden,NY,NY_2014,55.95
Snowden,NY,NY_2014,55.95
Snowden,NY,NY_2014,59.45
Snowden,NY,NY_2014,66.44
TX09396-1W,NY,NY_2014,31.47
TX09396-1W,NY,NY_2014,45.46
TX09403-14W,NY,NY_2014,38.46
W6822-3,NY,NY_2014,45.46
W6822-3,NY,NY_2014,45.46
W9200-13,NY,NY_2014,38.46
W9200-13,NY,NY_2014,41.96
W9306-1,NY,NY_2014,20.98
W9306-1,NY,NY_2014,27.97
W9827-7Y,NY,NY_2014,34.97
W9871-4,NY,NY_2014,55.95
W9871-6,NY,NY_2014,62.94
W9874-3,NY,NY_2014,41.96
W9891-1,NY,NY_2014,48.96
W9905-3,NY,NY_2014,38.46
W9905-6,NY,NY_2014,41.96
W9905-7,NY,NY_2014,52.45
W9922-5,NY,NY_2014,41.96
W9967-16,NY,NY_2014,31.47
W9967-4,NY,NY_2014,31.47
W9967-5,NY,NY_2014,38.46
W9968-2,NY,NY_2014,34.97
W9968-3,NY,NY_2014,38.46
W9968-5,NY,NY_2014,59.45
A00188-3C,NY,NY_2015,37.77
A00188-3C,NY,NY_2015,44.06
A01143-3C,NY,NY_2015,52.8
A01143-3C,NY,NY_2015,53.15
AF4648-2,NY,NY_2015,36.72
AF4648-2,NY,NY_2015,41.96
AF5033-13,NY,NY_2015,23.78
AF5033-13,NY,NY_2015,27.97
AF5040-8,NY,NY_2015,40.21
AF5040-8,NY,NY_2015,44.76
AF5153-11,NY,NY_2015,26.58
AF5153-11,NY,NY_2015,38.12
AF5281-4,NY,NY_2015,30.07
AF5281-4,NY,NY_2015,38.81
AF5392-8,NY,NY_2015,33.92
AF5393-1,NY,NY_2015,48.61
AF5432-5,NY,NY_2015,53.15
AF5432-5,NY,NY_2015,55.95
AF5445-2,NY,NY_2015,46.86
AF5446-11,NY,NY_2015,36.72
AF5446-11,NY,NY_2015,42.66
AF5450-7,NY,NY_2015,48.96
AF5484-3,NY,NY_2015,44.06
AF5583-3,NY,NY_2015,37.77
AFW5039-1,NY,NY_2015,41.96
AFW5039-1,NY,NY_2015,45.46
AOR09034-3,NY,NY_2015,57
Atlantic,NY,NY_2015,34.62
Atlantic,NY,NY_2015,36.37
Atlantic,NY,NY_2015,41.96
Atlantic,NY,NY_2015,43.01
Atlantic,NY,NY_2015,46.86
Atlantic,NY,NY_2015,47.56
B2842-1,NY,NY_2015,43.36
B2842-1,NY,NY_2015,43.71
B2869-29,NY,NY_2015,37.77
B2869-29,NY,NY_2015,42.66
B2895-8,NY,NY_2015,45.11
B2895-8,NY,NY_2015,50.7
B2904-2,NY,NY_2015,35.32
B2904-2,NY,NY_2015,37.77
B2947-8,NY,NY_2015,34.97
B2947-8,NY,NY_2015,39.51
B2950-2,NY,NY_2015,42.31
B2950-2,NY,NY_2015,46.16
B2950-3,NY,NY_2015,39.16
B2950-3,NY,NY_2015,44.76
B2981-5,NY,NY_2015,34.97
B2981-5,NY,NY_2015,35.67
B3000-1,NY,NY_2015,41.96
B3000-1,NY,NY_2015,43.01
B3005-7,NY,NY_2015,32.17
B3005-7,NY,NY_2015,36.72
B3012-1,NY,NY_2015,50.7
BNC311-4,NY,NY_2015,41.61
BNC311-4,NY,NY_2015,44.06
BNC366-1,NY,NY_2015,32.52
BNC366-1,NY,NY_2015,36.37
BNC371-2,NY,NY_2015,38.46
BNC371-2,NY,NY_2015,39.86
CO07070-10W,NY,NY_2015,24.13
CO07070-10W,NY,NY_2015,34.97
CO07070-13W,NY,NY_2015,27.97
CO07070-13W,NY,NY_2015,31.82
Lamoka,NY,NY_2015,28.32
Lamoka,NY,NY_2015,33.22
Lamoka,NY,NY_2015,33.57
Lamoka,NY,NY_2015,34.97
Lamoka,NY,NY_2015,36.02
Lamoka,NY,NY_2015,41.26
MSS428-2,NY,NY_2015,34.27
MSS428-2,NY,NY_2015,39.16
MST191-2Y,NY,NY_2015,49.65
MST191-2Y,NY,NY_2015,54.55
MSV030-4,NY,NY_2015,38.81
MSV030-4,NY,NY_2015,42.66
MSV241-2,NY,NY_2015,30.42
MSV241-2,NY,NY_2015,39.16
MSV358-3,NY,NY_2015,37.77
MSV358-3,NY,NY_2015,45.11
MSV380-1,NY,NY_2015,34.27
MSV498-1,NY,NY_2015,44.06
MSV498-1,NY,NY_2015,47.56
MSW075-1,NY,NY_2015,42.66
MSW168-2,NY,NY_2015,36.37
MSW299-2,NY,NY_2015,41.96
MSW485-2,NY,NY_2015,45.46
MSW509-5,NY,NY_2015,45.46
MSW509-5,NY,NY_2015,58.05
MSX240-3,NY,NY_2015,32.87
MSX540-4,NY,NY_2015,36.72
MSX540-4,NY,NY_2015,40.56
MSZ222-19,NY,NY_2015,35.32
NC252-49,NY,NY_2015,50.35
NC317-12,NY,NY_2015,42.66
NC317-12,NY,NY_2015,45.46
NC371-3,NY,NY_2015,27.62
NDA081453CAB-2C,NY,NY_2015,40.91
NDA081453CAB-2C,NY,NY_2015,43.01
NDTX071109C-1W,NY,NY_2015,30.42
NDTX071109C-1W,NY,NY_2015,30.77
NY154,NY,NY_2015,57.7
NY154,NY,NY_2015,63.29
NY162,NY,NY_2015,40.91
NY162,NY,NY_2015,44.06
NYK27-3,NY,NY_2015,47.56
NYK27-3,NY,NY_2015,52.45
NYK28-18,NY,NY_2015,44.41
NYK28-18,NY,NY_2015,48.26
NYL17-3,NY,NY_2015,46.51
NYL2-12,NY,NY_2015,47.21
NYL7-2,NY,NY_2015,41.61
NYL8-12,NY,NY_2015,43.36
Pike,NY,NY_2015,33.22
Pike,NY,NY_2015,33.92
Pike,NY,NY_2015,34.62
Pike,NY,NY_2015,38.46
Pike,NY,NY_2015,38.46
Pike,NY,NY_2015,40.21
Snowden,NY,NY_2015,40.21
Snowden,NY,NY_2015,44.06
Snowden,NY,NY_2015,44.41
Snowden,NY,NY_2015,44.76
Snowden,NY,NY_2015,45.11
Snowden,NY,NY_2015,48.96
Snowden,NY,NY_2015,51.75
TX09403-14W,NY,NY_2015,32.17
TX09403-14W,NY,NY_2015,40.56
W10128-1,NY,NY_2015,36.02
W9891-1,NY,NY_2015,23.78
W9891-1,NY,NY_2015,28.32
W9905-3,NY,NY_2015,29.72
W9905-3,NY,NY_2015,34.97
W9905-7,NY,NY_2015,23.43
W9905-7,NY,NY_2015,30.42
W9968-5,NY,NY_2015,34.97
W9968-5,NY,NY_2015,47.21
AC10239-7W,NY,NY_2016,46.86
AF5040-8,NY,NY_2016,45.81
AF5040-8,NY,NY_2016,46.51
AF5393-1,NY,NY_2016,29.02
AF5393-1,NY,NY_2016,31.47
AF5432-5,NY,NY_2016,41.96
AF5432-5,NY,NY_2016,44.41
AF5445-2,NY,NY_2016,31.82
AF5445-2,NY,NY_2016,35.67
AF5450-7,NY,NY_2016,41.26
AF5450-7,NY,NY_2016,41.26
AF5484-3,NY,NY_2016,34.27
AF5484-3,NY,NY_2016,38.12
AF5563-2,NY,NY_2016,41.26
AF5583-3,NY,NY_2016,39.51
AF5583-3,NY,NY_2016,46.86
AF5635-8,NY,NY_2016,41.26
AF5639-6,NY,NY_2016,32.52
AF5648-3,NY,NY_2016,31.47
AF5665-2,NY,NY_2016,31.82
AF5677-6,NY,NY_2016,36.02
AF5682-5,NY,NY_2016,27.97
AFC5551-4W,NY,NY_2016,29.72
AFC5563-5W,NY,NY_2016,48.26
AFW5484-6,NY,NY_2016,23.43
AOR09034-3,NY,NY_2016,38.12
AOR09034-3,NY,NY_2016,44.41
AOR11484-2,NY,NY_2016,45.11
AORTX09032-3W,NY,NY_2016,46.86
AORTX09033-4W,NY,NY_2016,48.96
AORTX09037-1W,NY,NY_2016,42.66
AORTX09037-4W,NY,NY_2016,56.3
AORTX10247-1W/Y,NY,NY_2016,22.38
Atlantic,NY,NY_2016,32.87
Atlantic,NY,NY_2016,34.62
Atlantic,NY,NY_2016,39.16
Atlantic,NY,NY_2016,39.51
B2869-29,NY,NY_2016,27.97
B2869-29,NY,NY_2016,28.67
B2904-2,NY,NY_2016,31.47
B2904-2,NY,NY_2016,39.16
B3012-1,NY,NY_2016,24.13
B3152A-3,NY,NY_2016,29.72
B3153-3,NY,NY_2016,26.23
B3155-3,NY,NY_2016,28.67
B3159-7,NY,NY_2016,17.13
B3165-11,NY,NY_2016,37.42
B3172-12,NY,NY_2016,25.18
B3172-3,NY,NY_2016,17.48
B3172-8,NY,NY_2016,23.43
BNC311-4,NY,NY_2016,32.87
BNC311-4,NY,NY_2016,44.76
BNC469-12,NY,NY_2016,12.24
BNC469-16,NY,NY_2016,19.58
BNC469-17,NY,NY_2016,25.88
BNC469-7,NY,NY_2016,31.12
BNC472-3,NY,NY_2016,27.97
CO10030-3W,NY,NY_2016,36.02
CO10073-7W,NY,NY_2016,22.38
CO10076-4W,NY,NY_2016,38.12
Lamoka,NY,NY_2016,31.47
Lamoka,NY,NY_2016,33.57
Lamoka,NY,NY_2016,40.56
Lamoka,NY,NY_2016,43.71
MSV033-1,NY,NY_2016,39.86
MSV033-1,NY,NY_2016,44.06
MSV434-04,NY,NY_2016,31.12
MSV498-1,NY,NY_2016,30.42
MSV498-1,NY,NY_2016,33.22
MSV507-001,NY,NY_2016,18.18
MSV507-003,NY,NY_2016,22.73
MSV507-007,NY,NY_2016,51.4
MSV507-073,NY,NY_2016,22.73
MSV507-198,NY,NY_2016,29.72
MSW324-1,NY,NY_2016,34.27
MSW394-1,NY,NY_2016,38.12
MSZ020-08,NY,NY_2016,39.86
MSZ022-19,NY,NY_2016,28.67
MSZ045-09,NY,NY_2016,55.95
MSZ052-11,NY,NY_2016,20.28
MSZ052-31,NY,NY_2016,36.72
MSZ062-10,NY,NY_2016,25.88
MSZ096-03,NY,NY_2016,35.67
MSZ101-06,NY,NY_2016,48.26
MSZ101-07,NY,NY_2016,39.16
MSZ219-1,NY,NY_2016,36.72
MSZ219-1,NY,NY_2016,46.16
MSZ219-13,NY,NY_2016,51.4
MSZ219-14,NY,NY_2016,35.67
MSZ219-14,NY,NY_2016,39.51
MSZ222-19,NY,NY_2016,37.42
MSZ222-19,NY,NY_2016,50.35
MSZ242-09,NY,NY_2016,36.02
NC252-49,NY,NY_2016,43.36
NC252-49,NY,NY_2016,55.25
NC280-89,NY,NY_2016,32.17
NC280-89,NY,NY_2016,34.62
NC371-3,NY,NY_2016,26.23
NC371-3,NY,NY_2016,27.62
NC470-3,NY,NY_2016,54.2
NC472-1,NY,NY_2016,36.02
NC473-2,NY,NY_2016,35.67
NCB3146-1,NY,NY_2016,46.51
NCB3171-4,NY,NY_2016,41.96
NCB3171-7,NY,NY_2016,39.51
ND102642C-2,NY,NY_2016,33.57
ND102921C-3,NY,NY_2016,23.78
ND113278-3,NY,NY_2016,32.87
ND113307C-3,NY,NY_2016,47.91
ND113394CAB-7,NY,NY_2016,40.56
ND4100C-19,NY,NY_2016,33.22
ND5255-59,NY,NY_2016,32.17
NDA081453CAB-2C,NY,NY_2016,36.72
NDA081453CAB-2C,NY,NY_2016,44.76
NDAF113470C-3,NY,NY_2016,53.85
NY154,NY,NY_2016,43.01
NY154,NY,NY_2016,61.19
NY162,NY,NY_2016,38.46
NY162,NY,NY_2016,39.16
NYK27-3,NY,NY_2016,49.65
NYK27-3,NY,NY_2016,59.1
NYL17-3,NY,NY_2016,19.58
NYL17-3,NY,NY_2016,35.67
NYL2-12,NY,NY_2016,20.28
NYL2-12,NY,NY_2016,31.12
NYL7-2,NY,NY_2016,27.28
NYL7-2,NY,NY_2016,38.46
NYL8-12,NY,NY_2016,46.51
NYL8-12,NY,NY_2016,53.5
NYM7-4,NY,NY_2016,47.56
NYM7-6,NY,NY_2016,38.46
NYM8-5,NY,NY_2016,60.15
OR12479-5,NY,NY_2016,22.73
OR9256-2,NY,NY_2016,20.98
OR9256-2,NY,NY_2016,33.22
Pike,NY,NY_2016,34.27
Pike,NY,NY_2016,38.46
Pike,NY,NY_2016,39.51
Pike,NY,NY_2016,42.66
Snowden,NY,NY_2016,38.46
Snowden,NY,NY_2016,38.46
Snowden,NY,NY_2016,41.26
Snowden,NY,NY_2016,43.71
W10128-1,NY,NY_2016,18.18
W10128-1,NY,NY_2016,25.18
W10637-20,NY,NY_2016,29.72
W10645-7,NY,NY_2016,24.83
W10659-16,NY,NY_2016,36.02
W10659-8,NY,NY_2016,40.91
W9891-1,NY,NY_2016,39.86
W9891-1,NY,NY_2016,48.26
W9905-3,NY,NY_2016,24.13
W9905-3,NY,NY_2016,36.02
W9968-5,NY,NY_2016,40.56
W9968-5,NY,NY_2016,61.19
WAF12065-8,NY,NY_2016,46.86
WTX10666-8W,NY,NY_2016,41.96
A00188-3C,OR,OR_2012,60.72
A00188-3C,OR,OR_2012,63.92
A01143-3C,OR,OR_2012,67.11
A01143-3C,OR,OR_2012,76.7
